negativereason,airline,tweet_location,retweet_count,text,sentiment,topic
Lost Luggage,American,City by the Bay,0,"@AmericanAir lost my cats, missed their flights, kept them crated 30 hrs for a  would-be 5 hr trip. You'll never touch my pets again.",Negative,2
Customer Service Issue,American,"indialantic, fl",0,@AmericanAir why am I continually getting put on hold by painfully inexperienced people when calling your Platinum desk?!,Negative,2
Customer Service Issue,American,,0,"@AmericanAir 
It's not what happens to us that matters...It's our response that matters. Way to drop the ball AA.",Negative,8
,American,,0,@AmericanAir @Clarkey_19 we done it with 1 truck... No biggie ðŸ˜„,Negative,7
Can't Tell,American,CA,0,@AmericanAir and @iTunesMusic have put me in bad mood. I haven't been this angry since Spagnuolo coached the #Rams,Negative,1
Cancelled Flight,American,513/lexingtonKY,0,@AmericanAir AND they Cancelled Flighted my flight and left me with no help to find a hotel to stay in. I slept in an airport for a night-_-,Negative,0
Cancelled Flight,American,,0,"@AmericanAir flight 1181 out of Vegas to DFW. Cancelled Flightled Sunday and Monday, no whammie today!",Negative,0
Cancelled Flight,American,,0,@AmericanAir my flight 386 from Jacksonville fl to Dallas is showing Cancelled Flightled. What is going on?  Am I rebooked on another flight?,Negative,0
Cancelled Flight,American,,0,@AmericanAir my flight 386 to Dallas from Jacksonville fl has been Cancelled Flightled. No one has notified me. What's going on?,Negative,0
Lost Luggage,American,Posted,0,@AmericanAir extremely upset that your baggage handlers decide to go in my luggage and take my belongings,Negative,8
Late Flight,American,NY (Globetrotter.ExBonaerense),0,"@AmericanAir flight 65 delayed over 4 hours on 2/22, had no GF meals despite my early request, attendant seat fell on my leg #badservice",Negative,2
Flight Attendant Complaints,American,,0,"@AmericanAir but, what I can always rely on when I fly USAir or American is that employees will be rude and unhappy.",Negative,9
Late Flight,American,"Washington, DC",0,"@AmericanAir Right. But more than two hours Late Flight, and it seems due to poor communication, which sounded like it was annoying on-plane staff",Negative,0
Customer Service Issue,American,,0,@AmericanAir I'm not sure what happened to my USAirways status when the merger took place.,Negative,2
,American,"Wellesley, MA",0,@AmericanAir my key point of confusion is whether I can make this change even though the initial Flight Booking Problems was on US Airways metal?,Negative,4
,American,Dallas via NYC via the OC,0,@AmericanAir None of the #LAX flights into #DFW have been Cancelled Flightled. Those landing before and after ours are fine. Completely arbitrary.,Negative,8
Cancelled Flight,American,NYC,0,@AmericanAir You Cancelled Flight my flight and thereâ€™s no way to rebook on the website or app? I have to wait 35 minutes on hold? #fail cc @Delta,Negative,2
Flight Attendant Complaints,American,Arkansas,0,@AmericanAir I'm frustrated by all of the @USAirways attitude toward #ExecPlat members. #thenewamerican,Negative,2
Customer Service Issue,American,LBK,0,@AmericanAir another day another grievance with this airline. No customer service,Negative,9
Cancelled Flight,American,Arkansas,0,"@AmericanAir You've misunderstood. @USAirways WOULD NOT do a same day flight change for me. The gate agent said, ""NO.""",Negative,2
Customer Service Issue,American,"Washington, DC",0,@AmericanAir car accident on my way to the airport. Missed flight from rno to dca. Trying to resched but your line has 2 hr wait,Negative,0
Flight Attendant Complaints,American,,0,@AmericanAir so you fail again flight to rdu sitting waiting on flight attendants. your logistics are not good,Negative,3
Flight Attendant Complaints,American,Belle MO,0,@AmericanAir It is now going to be reported to the police due to the sexual assult sad that you didn't care,Negative,9
Customer Service Issue,American,,0,@AmericanAir The issue is the lack of consideration of an announcement made so Late Flight when the gate agent had been there for over an hour.,Negative,1
Cancelled Flight,American,"Edmond, Oklahoma",0,@AmericanAir over the last year 50% of my flights have been delayed or Cancelled Flightled.  I'm done with you.,Negative,0
Customer Service Issue,American,,0,@AmericanAir FYI...call stilling getting dropped.  After an hour of continuous dialing. Attempted to Cancelled Flight online but not able to. HELP!!!,Negative,1
Customer Service Issue,American,San Diego,0,@AmericanAir how can I get you guys to respond to my tweets and DM??? Really sad feeling to be ignored.,Negative,5
Customer Service Issue,American,,0,@AmericanAir @SouljaCoy what is AA going to do to fix their utterly embarrassing customer service? You won't even answer the dang phone!,Negative,9
Customer Service Issue,American,,0,@AmericanAir  800 number will not even let you wait for next customer rep. Very frustrating. Can't talk to humans.,Negative,2
Customer Service Issue,American,on @TheJR,0,@AmericanAir no response to DM or email yet.  customer service?,Negative,5
Flight Attendant Complaints,American,Los Angeles,0,@AmericanAir should reconsider #usairways acquisition. Flight 1843 AA gold flyers insulted by attendant for hanging jacket!,Negative,9
Customer Service Issue,American,,0,@AmericanAir why would I even consider continuing your point program when I received no perks or continued bad customer service? #senseless,Negative,9
Flight Booking Problems,American,Mexico City,0,"@AmericanAir no thanks.  As I said, being denied miles that expired one week ago was the last drop for me; plan to avoid AA as possible.",Negative,6
Late Flight,American,Liverpool,0,"@AmericanAir sorry so Late Flight, responded to your DM.",Negative,5
Cancelled Flight,American,"Frisco, Texas",0,"@AmericanAir Believe me, I understand. Flight #2955. Was originally booked for Sunday. Flight was Cancelled Flighted and rescheduled for today.",Negative,0
Flight Attendant Complaints,American,MN,0,"@AmericanAir aa employees were rude and unwilling to help. 10,000 miles is a rotten cherry on top of a dog shit Sunday. #nocareforcustomers",Negative,9
Customer Service Issue,American,"Washington, DC",0,@AmericanAir 1hr 46 min. Cost of flight change $788. Was $188 2hrs ago b/f drop call. Cancelled Flighted flight. Asked 4 refund.,Negative,2
,American,,0,"@AmericanAir my flight got Cancelled Flightled from GRK to DFW, then to LEX for tomorrow and I need it rebooked.",Negative,0
,American,,0,@AmericanAir Do you have any sort of live chat feature? We're in the UK right now and that call would cost us alot. :(,Negative,6
,American,"Austin, but often Denver",0,.@AmericanAir just disappointed with the Flight Booking Problems process and addâ€™l fees to sit together on a more crowded flight. Not impressed so far :-/.,Negative,4
Bad Flight,American,"Los Angeles, CA",0,@AmericanAir thx for responding. I cant watch 2 mins of this film w/out it cutting in and out 4 prolonged prds of time. beyond frustrating,Negative,9
Customer Service Issue,American,"Boston, MA",0,.@AmericanAir can you connect me to a person without having to wait 2+ hours on hold? I still haven't been able to resolve the problem.,Negative,2
Late Flight,American,Mexico City,1,@AmericanAir r u serious?? 304min #delay with #AmericanAirlines #AA2444 #ohio - #dallas missed my connecting flight http://t.co/DNMsblzumr,Negative,2
Cancelled Flight,American,,0,"@AmericanAir You are jumping the gun and Cancelled Flighting flights that could've made it before the snow. Now, more Cancelled Flightlations. It's ridiculous.",Negative,0
,American,oklahoma,0,@AmericanAir u r horrible.went online to Cancelled Flight flight-no button-4that.Called CS &amp;wait time 40 mins&amp;put in my #.800#called&amp;it hungupNOHELP,Negative,4
Customer Service Issue,American,"Bellevue, WA",0,"@AmericanAir submitted a case to AA customer relations two weeks ago, no word ever since! whats the point of even having CR?",Negative,6
Cancelled Flight,American,"North Saanich, BC",0,@AmericanAir I Cancelled Flighted my flight. I really donâ€™t need this much trouble.,Negative,2
Can't Tell,American,,0,"â€œ@AmericanAir: @Andrew_Wasila We're sorry you were uncomfortable, Andrew. What can we do for you?â€ SMA",Negative,2
Late Flight,American,"Brooklyn, NY and all over.",0,@AmericanAir that's 16+ extra hours of travel time. Missed vacation time and now you guys are messing with my professional life.,Negative,2
,American,1/1 loner squad,0,@AmericanAir did you know that suicide is the second leading cause of death among teens 10-24?,Negative,6
Late Flight,American,NY (Globetrotter.ExBonaerense),0,"@AmericanAir i ordered it as i always do. But on a 9hour flight delayed for 4 hours, it was worse than ever before when you forgot my meal.",Negative,8
Lost Luggage,American,,0,"@AmericanAir
 Your response could have made all the difference. It could have made the situation better. NO TRUST...GET LOST like my bag.",Negative,8
Late Flight,American,"Brooklyn, NY and all over.",0,"@AmericanAir delayed on the way to Puerto Rico and delayed on the way back to New York, this is disgraceful",Negative,4
Lost Luggage,American,,0,"@AmericanAir That's ok...You may keep my $25 and lose my bag with no info, but you no longer have my trust. Bad way to handle this.",Negative,8
Cancelled Flight,American,"Las Vegas, NV",0,@AmericanAir you guys are killing me. http://t.co/22iPGeIcSm,Negative,0
Cancelled Flight,American,new york city,0,@AmericanAir cost me over 200 dollars because flight was Cancelled Flightled and couldn't even give me a food comp!! Fly @JetBlue @Delta they take,Negative,6
Cancelled Flight,American,new york city,0,@AmericanAir they will just say dumb things to beat around the bush ! If you're flight Cancelled Flightled be prepared for no compassion from them,Negative,8
Late Flight,American,new york city,0,@AmericanAir worst company ever please do not fly with them I repeat please do not fly !! They will not credit you if you're delayed,Negative,6
Lost Luggage,American,City by the Bay,0,"@AmericanAir lost my cats, missed their flights, kept them crated 30 hrs for a  would-be 5 hr trip. You'll never touch my pets again.",Negative,2
Customer Service Issue,American,"indialantic, fl",0,@AmericanAir why am I continually getting put on hold by painfully inexperienced people when calling your Platinum desk?!,Negative,2
Can't Tell,American,,0,"@AmericanAir 
It's not what happens to us that matters...It's our response that matters. Way to drop the ball AA.",Negative,8
,American,,0,@AmericanAir @Clarkey_19 we done it with 1 truck... No biggie ðŸ˜„,Negative,7
Can't Tell,American,CA,0,@AmericanAir and @iTunesMusic have put me in bad mood. I haven't been this angry since Spagnuolo coached the #Rams,Negative,1
Cancelled Flight,American,513/lexingtonKY,0,@AmericanAir AND they Cancelled Flighted my flight and left me with no help to find a hotel to stay in. I slept in an airport for a night-_-,Negative,0
Cancelled Flight,American,,0,"@AmericanAir flight 1181 out of Vegas to DFW. Cancelled Flightled Sunday and Monday, no whammie today!",Negative,0
Cancelled Flight,American,,0,@AmericanAir my flight 386 from Jacksonville fl to Dallas is showing Cancelled Flightled. What is going on?  Am I rebooked on another flight?,Negative,0
Cancelled Flight,American,,0,@AmericanAir my flight 386 to Dallas from Jacksonville fl has been Cancelled Flightled. No one has notified me. What's going on?,Negative,0
Damaged Luggage,American,Posted,0,@AmericanAir extremely upset that your baggage handlers decide to go in my luggage and take my belongings,Negative,8
Late Flight,American,NY (Globetrotter.ExBonaerense),0,"@AmericanAir flight 65 delayed over 4 hours on 2/22, had no GF meals despite my early request, attendant seat fell on my leg #badservice",Negative,2
Flight Attendant Complaints,American,,0,"@AmericanAir but, what I can always rely on when I fly USAir or American is that employees will be rude and unhappy.",Negative,9
Late Flight,American,"Washington, DC",0,"@AmericanAir Right. But more than two hours Late Flight, and it seems due to poor communication, which sounded like it was annoying on-plane staff",Negative,0
Can't Tell,American,,0,@AmericanAir I'm not sure what happened to my USAirways status when the merger took place.,Negative,2
,American,"Wellesley, MA",0,@AmericanAir my key point of confusion is whether I can make this change even though the initial Flight Booking Problems was on US Airways metal?,Negative,4
Late Flight,American,Dallas via NYC via the OC,0,@AmericanAir None of the #LAX flights into #DFW have been Cancelled Flightled. Those landing before and after ours are fine. Completely arbitrary.,Negative,8
Cancelled Flight,American,NYC,0,@AmericanAir You Cancelled Flight my flight and thereâ€™s no way to rebook on the website or app? I have to wait 35 minutes on hold? #fail cc @Delta,Negative,2
Can't Tell,American,Arkansas,0,@AmericanAir I'm frustrated by all of the @USAirways attitude toward #ExecPlat members. #thenewamerican,Negative,2
Customer Service Issue,American,LBK,0,@AmericanAir another day another grievance with this airline. No customer service,Negative,9
Flight Attendant Complaints,American,Arkansas,0,"@AmericanAir You've misunderstood. @USAirways WOULD NOT do a same day flight change for me. The gate agent said, ""NO.""",Negative,2
Customer Service Issue,American,"Washington, DC",0,@AmericanAir car accident on my way to the airport. Missed flight from rno to dca. Trying to resched but your line has 2 hr wait,Negative,0
Flight Attendant Complaints,American,,0,@AmericanAir so you fail again flight to rdu sitting waiting on flight attendants. your logistics are not good,Negative,3
Customer Service Issue,American,Belle MO,0,@AmericanAir It is now going to be reported to the police due to the sexual assult sad that you didn't care,Negative,9
Late Flight,American,,0,@AmericanAir The issue is the lack of consideration of an announcement made so Late Flight when the gate agent had been there for over an hour.,Negative,1
Can't Tell,American,"Columbus, Ohio",0,@AmericanAir Fuck you.,Negative,9
Lost Luggage,American,,0,"@AmericanAir 
Not giving you a hard time...Just looking for basic customer service after AA lost my bag. ETA on it's return, please????????",Negative,2
Can't Tell,American, Los Angeles,0,@americanair Can someone contact me about my awful experience with american airlines this weekend,Negative,9
Flight Booking Problems,American,,0,"@AmericanAir actually, online indicates the only seating available is at a premium cost..why not allow seat selection at time of purchase",Negative,4
Bad Flight,American,,0,"@AmericanAir 1-the lavatory freezes, 2- problem with a nitrogen line 3-a low tire with the inflating equipment malfunctioning #AA2444 and...",Negative,9
,American,,0,"@AmericanAir When Flight Booking Problems an int'l flight online, do I have to provide a passport number when Flight Booking Problems or just when I arrive at airport?",Negative,4
Cancelled Flight,American,Boston,0,"@AmericanAir why did flight 1636 get Cancelled Flightled? Waiting for a rep to rebook, but wondering if there will be other issues getting out.",Negative,0
Flight Attendant Complaints,American,Belle MO,0,@AmericanAir  we are going to the police dept due to the sexual assult that your stewardess allowed to occur and your lack of concern,Negative,2
Flight Booking Problems,American,Chicago,0,@AmericanAir I am trying to change the time of a flight I already purchased and was told I have to pay a $400 change fee. Ridiculous.,Negative,4
Cancelled Flight,American,,0,"@AmericanAir if my flight gets Cancelled Flightled i should be able to reschedule to any date i want, not the next day or 2 days after",Negative,0
Flight Attendant Complaints,American,Belle MO,0,@AmericanAir since you don't care about what happens to your passengers on your planes we will now be contacting the Police Dept,Negative,2
Bad Flight,American,"Pittsburgh, PA",0,@AmericanAir why are @USAirways gold forced to pay for an upgrade? Open seats in 1st and not offered to Gold/Sapphire,Negative,9
Bad Flight,American,,0,@AmericanAir Any reason why my 1463 flight to Chicago is boarding and I still don't have a seat assignment? Seriously?,Negative,0
Can't Tell,American,north carolina,0,"@AmericanAir @USAirways if this is how your merger is going to go, you fail! Huge probls w/comm on DFW storm. Cxld rtrn flts. NOT COOL!!!",Negative,3
Late Flight,American,,0,@AmericanAir Flight 2559 it's been delayed every hour since 8:55 am.,Negative,0
Late Flight,American,Texas,0,@AmericanAir Can't unload flight #3322 because jetway is broken.  #steps #planB? #waiting nearly an hour,Negative,1
,American,"London, UK",0,@AmericanAir Are you expecting delays/Cancelled Flightlations at Dallas on 25/26th due to the snow? Nothing like Monday I hope!,Negative,0
Late Flight,American,Lake Arrowhead,0,@AmericanAir The flight was delayed 5 times. Spent almost 40min on the tarmac. I'll reconsider my future flight options.,Negative,1
Lost Luggage,American,"New York, NY",0,@AmericanAir Filled out a baggage claim over the phone last night. Check the status to discover the rep confused Arkansas for Alaska ðŸ˜’,Negative,4
Customer Service Issue,American,san francisco califorania,0,@AmericanAir and it's not a inconvenience it is a disaster. It's A $500 phone bill from you that you refuse to pay,Negative,9
Customer Service Issue,American,,0,@AmericanAir Is large Wichita Falls Airport not receiving any arrivals? I have called and no one answers. I been waiting for 1 day,Negative,2
Customer Service Issue,American,"Miami, New York, Boston",0,@AmericanAir Airline trouble this winter &amp; not getting good customer service? contact http://t.co/aQjn4HwNaC  we negotiate w/companies forU!,Negative,6
Flight Attendant Complaints,American,"Toronto, Ontario, Canada",0,"@AmericanAir Lots of upset people, freezing terminal, and no gate agent. Kept us waiting on plane beyond allowable time length.",Negative,3
Late Flight,American,"Toronto, Ontario, Canada",0,@AmericanAir The pilot admitted to us that this delay is entirely because of AA incompetence and poor equip checks.,Negative,2
Cancelled Flight,American,"Toronto, Ontario, Canada",0,@AmericanAir How are you going to compensate all of whose days/plans have been ruined because of the AA3490 delay/pending Cancelled Flightlation?,Negative,1
Flight Attendant Complaints,American,,0,"@AmericanAir To announce DURING BOARDING that you chose to limit catering to the point that you WILL run out shows a lack of planning, IMO.",Negative,2
Customer Service Issue,American,,0,@AmericanAir thanks for finally letting me get through to book my flight. Frustration  set in... #donedeal #talktoahuman,Negative,1
Customer Service Issue,American,"Washington, DC",0,"@AmericanAir the communications seems to be an issue too, no?",Negative,6
,American,,0,@AmericanAir Hi guys.I have 2/25 RNO-DFW tomorrow.Plane coming from DFW with bad weather in AM.should I consider FÃª-route as I have connect?,Negative,0
Late Flight,American,Planet Earth,0,"@AmericanAir sitting on plane in Columbus, supposed to leave an hour ago. Now the mechanic can't find a tool to service the shock absorber.",Negative,1
Late Flight,American,Washington DC,0,@AmericanAir but the issue is were waiting on rampers to close the door..only to waste more fuel&amp;likely to be told we need more fuel.#cycle,Negative,6
Can't Tell,American,"Washington, DC",0,@AmericanAir Is there lack of communication/competition between the American and the Air by any chance?,Negative,6
Lost Luggage,American,"Chicago, IL",0,"@AmericanAir No, had already waited an hour for it and wanted to get home.",Negative,0
Customer Service Issue,American,,0,@AmericanAir over 70 days  no contact from a human or apology letter. @AmericanAir is #yucki. Read all about it soon http://t.co/9R9OmzQAVI,Negative,2
,American,,0,@AmericanAir Thanks guys got some sleep. Hang in there DFW with bad weather.,Negative,0
Flight Booking Problems,American,,0,@AmericanAir My ticket was booked with AA with miles..... Sorry we sold you a ticket with a company we merged with but we can't fix it?,Negative,9
Late Flight,American,Washington DC,0,"@AmericanAir..still here. feet are freezing b/c doors have been open. Flt time was 8:30.  We have fuel but now waiting for ""rampers"" #AA4285",Negative,2
Lost Luggage,American,,0,"@AmericanAir Just got a call from baggage dept. ""...still looking for your property"". It's went missing 1/28. PRERECORDED NO HUMAN SERVICE!!",Negative,2
Bad Flight,American,,0,@AmericanAir there is a fat man stuck in your airplanes bathroom,Negative,8
,American,"Boston, MA",0,@AmericanAir I am dealing with the reFlight Booking Problems agent in the Miami airport now,Negative,4
Bad Flight,American,,0,@AmericanAir my seat is disgusting. Old and dirty. When are you going to refurbish this plane?  US Air 597 jfk to phx,Negative,7
Bad Flight,American,,0,@AmericanAir I understand the need to drain the lavatory fearing freezing but why no policy on checking that before boarding? smh come on...,Negative,3
Late Flight,American,,0,"@AmericanAir once again flying AA4285, once again 60+ min delay because of mechanical issues. Perhaps you should consider maintenance?",Negative,1
Bad Flight,American,"iPhone: 37.621227,-122.386002",0,"@AmericanAir no repair made to the water line. No potable water on board this flight. ""We will take off soon."" Time for new planes MCI&gt;DFW.",Negative,0
Customer Service Issue,American,Fort Myers,0,@AmericanAir there is no local agent! There is no person to answer our questions and their phone service is terrible.,Negative,4
Bad Flight,American,"Pittsburgh, PA",0,@AmericanAir ...2/2 doesn't help me.,Negative,0
Flight Booking Problems,American,"Pittsburgh, PA",0,"@AmericanAir As I already have a booked flight that I can't use &amp; can't change w/o a $200 fee, Flight Booking Problems a different type of ticket...1/2",Negative,4
,American,Fort Myers,0,@AmericanAir and is there a delay on our connection to pns?,Negative,1
Bad Flight,American,"Dallas,Tx",0,@AmericanAir living in DFW.. Your Hub.. Hate having to fly to JFK to get to Ireland,Negative,9
Customer Service Issue,American,"Pittsburgh, PA",0,@AmericanAir Customer service provides no wiggle room to change flight without a $200 change fee. @southwest has always been accommodating.,Negative,4
Late Flight,American,"iPhone: 37.621227,-122.386002",0,"@AmericanAir flight AA1119, cx to AA157. Killing my layover, still wanting breakfast. I'm hungry! Get me to DFW!",Negative,0
Customer Service Issue,American,Fort Myers,0,@AmericanAir your staff at rsw working the sliver airlines desk is not helpful. We can not get any information about our flight.,Negative,9
,American,,0,@AmericanAir I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? ðŸ™,Negative,8
Can't Tell,American,,0,@AmericanAir don't merge with an airline that ain't ready for prime time and book your elite flyers on it! #NotHappy @USAirways #NeedCoffee,Negative,9
,American,usa::fr::uk,0,@AmericanAir we're all being told by emergency services to stay home for the next 24-48 hours.,Negative,1
Can't Tell,American,,0,@AmericanAir @USAirways #Boo! Wack ass terminal 6 @flyLAXairport. No food. No lounge. No Bueno!! Never again!!!,Negative,1
Customer Service Issue,American,"Surrey, UK",0,@AmericanAir You sent me a cheque today which canâ€™t be paid into a UK bank account. VERY annoying!,Negative,6
Customer Service Issue,American,,0,"@AmericanAir The Wichita Falls Airport is the worst, will never fly in or out again.  Unknowledgeable staff.",Negative,6
Bad Flight,American,,0,@AmericanAir  zoom in on the sauce and potatoes.  This stuff is vile.  And I mean vile. http://t.co/m2PHoavRxC,Negative,3
Bad Flight,American,,0,@AmericanAir   What is that!? Why even bother catering dog food that no one will eat ? http://t.co/iFESPcBzTm,Negative,7
Lost Luggage,American,Middle earth ,0,@AmericanAir I lost my (basket) ballbag on your plane,Negative,2
Flight Attendant Complaints,American,"Toronto, Ontario, Canada",0,"@AmericanAir She was at gate on time though, they made her cry, and made a scene for 10 mins instead of boarding her. Plane still outside.",Negative,1
Can't Tell,American,"Toronto, Ontario, Canada",0,"@AmericanAir Disappointing lack of kindness toward this person. The agent asked her counterparts ""why this person was talking to her"".",Negative,2
Flight Attendant Complaints,American,"Toronto, Ontario, Canada",0,"@AmericanAir Your AA3465 staff are refusing to allow a woman to board. She was here at 8 for 8:16 departure. Sign still ""Now Boarding""...",Negative,2
Customer Service Issue,American,,0,@AmericanAir @USAirways stated before I'm not getting any help there. Tk over 8 hrs yest to spk to a live person then told to chk the site.,Negative,9
,American,,0,@americanair One question.. my wife didn't get the bonus. Should I call about it today?,Negative,0
Flight Attendant Complaints,American,"St. Louis, MO",0,@AmericanAir as your flight attendants are an extension of your brand - bitchy flight attendants on 5:30 am flights are not appreciated.,Negative,1
Cancelled Flight,American,,0,@AmericanAir @superyan I did not get any compensation after Cancelled Flighting my departure TWICE and made me missed my own wedding.,Negative,2
Can't Tell,American,Miami ,2,@AmericanAir 140 characters aren't enough to describe how inconsiderate your employees are,Negative,5
Late Flight,American,Los Angeles,0,@AmericanAir Delayed: AA3186 - Missed due to delay: AA3186 - New flight now delayed: AA2401,Negative,1
Customer Service Issue,American,Greater Boston Area,0,@AmericanAir She told us we had to drive back to drop it off so they could attempt to fix it. Really? Don't have time to do that. #terrible,Negative,1
Flight Booking Problems,American,"Winston-Salem, NC",0,@AmericanAir The flight is the wrong day. Confirm # USXLON. Departure on 5/21 should be 5/22 for 2 people,Negative,0
Flight Booking Problems,American,Glasgow via Cork,0,"@AmericanAir having trouble Flight Booking Problems a seat on US84 11 March, operated by AA. Neither airline's website will allow seat selection?",Negative,4
Bad Flight,American,Miami,0,"@AmericanAir I would love to say the same but it's not so much. 5hs flight, no internet, no personal A/C, 20yr old plane. #NoFunAtAll",Negative,1
Customer Service Issue,American,"Winston-Salem, NC",0,"@AmericanAir Uwon't allow me2make changes online, force me2sit thru excess phone wait times&amp;still insist charging crazy fees. Thats service?",Negative,4
,American,Metropolis,0,"Thanks, @chasefoster. Was just about to book a flight to UK using @AmericanAir, but after reading this exchange, there's no way. I've sent",Negative,5
,American,"Waynesville, OHIO",0,"@AmericanAir travel week, delays, Cancelled Flightlations, ""if you want to learn more about the merger press 1"", delay my connector in Chicago #deice",Negative,0
Damaged Luggage,American,Greater Boston Area,0,@AmericanAir Horrible service @loganairports. Luggage got destroyed on flight and woman at baggage service was so rude. Didn't help at all.,Negative,2
Customer Service Issue,American,"Wichita, Kansas",0,@AmericanAir Your customer relations dept has one-way e-mail. How is not allowing responses helpful?,Negative,6
Can't Tell,American,,0,"@AmericanAir If you are sorry, answer my claims (AA Ref#1-2990176298, 1-3001885409 and : 1-3001885409) accordingly, without using ""weather""",Negative,2
,American,"Waynesville, OHIO",0,"@AmericanAir the motor that usually starts the engine is broke and @CVGairport ground crew failed to do it on time, per pilot #maintenance",Negative,1
Flight Attendant Complaints,American,Belle MO,0,@AmericanAir she has  the guy u served drinks 2  til he needed awheelchair to get off the plane is a more important then the assaulted women,Negative,0
Can't Tell,American,Miami,0,"@AmericanAir there's a lot of talks and no doing. 
MIA-SFO on a 20+ year old plane #nonewplanes #old #shame http://t.co/TwETPXUpPN",Negative,9
Customer Service Issue,American,,0,@AmericanAir Sorry that is a sad answer a fully refundable first fare and no response in 6 weeks ! No more AA in my future !,Negative,6
Customer Service Issue,American,McKinney TX,0,@AmericanAir especially during a death in the family and still no solution. 96 hours and counting...Thanks,Negative,2
Customer Service Issue,American,McKinney TX,0,@AmericanAir this has to be the absolute WORST EXPERIENCE EVER!,Negative,9
Customer Service Issue,American,Mitten,0,@AmericanAir re-staff and commence new policies because your industry is so embarrassed by you.,Negative,3
Lost Luggage,American,,0,@AmericanAir face palm!!! Cannot believe the last 24 hrs 1.5 hrs of sleep and No and no and what you can't do......,Negative,3
Customer Service Issue,American,eating curly fries w/ the wife,0,"@AmericanAir You should be apologizing for your rude sales reps and failure to offer anything other than trite, condescending platitudes....",Negative,6
Customer Service Issue,American,Manchester,0,@AmericanAir is non existent and I will take this as far as needed.Why hide behind a corporate logo? Provide a number #tcf #useless #amateur,Negative,6
Customer Service Issue,American,Manchester,0,"@AmericanAir LAX-OGG-LAX using hard earned miles and was given lousy service, faulty seats on both legs and damaged bag. Your customer care",Negative,6
Lost Luggage,American,,0,@AmericanAir they were no where to be found at Midnight Last Night! I would think the agent in LAX could have relayed that info.Bag on flt,Negative,2
Cancelled Flight,American,,0,@AmericanAir you Cancelled Flight both flights yesterday and rebook me in middle seat. Not acceptable. Upgrade to emergency row would help. #nothappy,Negative,7
Bad Flight,American,Manchester,0,@AmericanAir is it right to provide faulty seats on flights plus damage a $350 bag and not replace and shrug the damage off? Flights from...,Negative,4
Customer Service Issue,American,Manchester,0,@AmericanAir it isn't good enough. You need to provide a phone number. Other partners do. Should be investigated by @IATA @TheFAAOnline,Negative,4
Lost Luggage,American,,0,"@AmericanAir yes it is in Dulles and I need it delivered to the Embassy Suites in Herndon, VA. I'm still in Chicago from the fiasco in LAX",Negative,8
Customer Service Issue,American,Manchester,0,@AmericanAir what's the point? So I can wait for another 6 weeks. U r one of the only airlines that refuses to handle complaints by phone,Negative,4
longlines,American,,0,"@AmericanAir machines are broken, lines are out the door for self service, cust. Support, and bag check in.",Negative,2
Flight Attendant Complaints,American,Crestwood,0,@AmericanAir merged airlines do not work for FF programs. Very frustrating and the gate agents are to busy pouting to care. #AttitudeIssues,Negative,9
,American,Nashville/Space,0,"@AmericanAir You don't have those abilities anywhere! Not at the ticket counter, at cust service, or online. That's why we're done here.",Negative,2
longlines,American,,0,@AmericanAir needs to get their shit together. 2 counter people &amp; a massive line. People need to catch their flights! http://t.co/4MQFMxeBXt,Negative,2
Flight Attendant Complaints,American,,0,@AmericanAir  oh no she left the counter and went downstairs.  Then she told Elise an agent that joined her not to come over to counter.,Negative,2
,American,Nashville/Space,0,@AmericanAir Of course you are because that's your companies job! You guys failed at it in the first place. Upgrade me and then we'll talk.,Negative,3
Customer Service Issue,American,,0,@AmericanAir you really need some customer service training for your unhappy EEs in the morning in Chicago. Gate K20 at 430 chking her schd,Negative,8
Customer Service Issue,American,Syd.,0,@AmericanAir I'm trying to choose my seats but every time I go to the next flight I get system error,Negative,9
Lost Luggage,American,,0,"@AmericanAir leave us stranded, send baggage with important medication to different city for 4days&amp;apologise with a $50 voucher. appalling.",Negative,0
Customer Service Issue,American,Seattle,0,"@AmericanAir I've been trying to change a Thursday flight and there's a ridiculous wait time on the phone, and your website isn't helping",Negative,9
Can't Tell,American,Cumbria,0,@AmericanAir We all did! Skipper's walk-around too :(,Negative,1
Customer Service Issue,American,Texas,0,@AmericanAir no; I just expect a higher level of customer service &amp; for the flight crews to give us accurate information,Negative,9
Cancelled Flight,American,,0,@AmericanAir or at the very least an explanation on why no one told me my flight was Cancelled Flightled!,Negative,0
Lost Luggage,American,,0,"@AmericanAir I tried when I landed, but there was no-one there.  I've emailed your customer service twice now who don't seem to care.",Negative,6
Customer Service Issue,American,,0,"@AmericanAir no I've since rebooked with another airline, what I would like is compensation for all the time/money lost!",Negative,2
Lost Luggage,American,'Straya',0,@AmericanAir gah this is so frustrating! Nobody has my address here in the USA. Where are my bags!?!? So disorganised!!!!!!!!!!!,Negative,9
Cancelled Flight,American,"Edmond, Oklahoma",0,@AmericanAir over the last year 50% of my flights have been delayed or Cancelled Flightled.  I'm done with you.,Negative,0
Flight Attendant Complaints,American,Nevada,0,"@AmericanAir I tried, EXTREMELY RUDE. Even the supervisor. And when I asked to speak to HIS supervisor I was told no",Negative,2
Can't Tell,American,North Hollywood,0,"@AmericanAir yes but you are still human I hope, dealing with all the horror stories people share... I complained to DOT. Everyone should",Negative,1
